WorkflowID,StaffRole,TaskName,TimeMinutes,Date,EPRPeriod,Year
W502228,Doctor,Ordering Tests,3,2022-10-17,AfterEPR,2022
W131853,Admin,Discharge Summary,10,2024-11-07,AfterEPR,2024
W183035,Doctor,Updating Notes,5,2019-02-16,BeforeEPR,2019
W299945,Nurse,Updating Notes,4,2019-07-01,BeforeEPR,2019
W776242,Admin,Discharge Summary,8,2024-09-03,AfterEPR,2024
W991594,Admin,Updating Notes,3,2023-05-04,AfterEPR,2023
W637536,Doctor,Updating Notes,3,2022-03-03,AfterEPR,2022
W833933,Doctor,Documentation,7,2024-03-24,AfterEPR,2024
W466867,Doctor,Updating Notes,2,2022-08-25,AfterEPR,2022
W759687,Nurse,Ordering Tests,3,2024-12-23,AfterEPR,2024
W916275,Doctor,Ordering Tests,3,2024-10-02,AfterEPR,2024
W346974,Admin,Documentation,8,2023-03-10,AfterEPR,2023
W662076,Doctor,Ordering Tests,3,2024-10-18,AfterEPR,2024
W169560,Nurse,Updating Notes,2,2023-02-18,AfterEPR,2023
W563714,Admin,Updating Notes,2,2024-02-08,AfterEPR,2024
W628289,Admin,Documentation,6,2022-05-05,AfterEPR,2022
W807425,Doctor,Updating Notes,5,2018-02-20,BeforeEPR,2018
W239461,Nurse,Discharge Summary,8,2018-03-11,BeforeEPR,2018
W167196,Admin,Discharge Summary,8,2024-07-07,AfterEPR,2024
W205868,Nurse,Updating Notes,3,2024-05-07,AfterEPR,2024
W425041,Admin,Documentation,4,2022-03-20,AfterEPR,2022
W848227,Admin,Updating Notes,4,2018-10-02,BeforeEPR,2018
W734186,Doctor,Documentation,6,2024-11-06,AfterEPR,2024
W440352,Nurse,Ordering Tests,3,2024-11-14,AfterEPR,2024
W493975,Doctor,Documentation,6,2022-11-25,AfterEPR,2022
W662542,Nurse,Discharge Summary,13,2019-08-25,BeforeEPR,2019
W924962,Doctor,Updating Notes,4,2021-05-01,BeforeEPR,2021
W194767,Doctor,Ordering Tests,5,2018-09-06,BeforeEPR,2018
W570231,Doctor,Documentation,7,2023-06-04,AfterEPR,2023
W235178,Admin,Ordering Tests,3,2023-02-01,AfterEPR,2023
W807114,Admin,Discharge Summary,16,2020-05-26,BeforeEPR,2020
W390694,Nurse,Updating Notes,2,2023-05-08,AfterEPR,2023
W916985,Nurse,Ordering Tests,6,2018-05-27,BeforeEPR,2018
W993161,Doctor,Updating Notes,3,2024-03-17,AfterEPR,2024
W573308,Nurse,Discharge Summary,13,2020-10-01,BeforeEPR,2020
W861772,Doctor,Updating Notes,5,2020-08-18,BeforeEPR,2020
W520519,Doctor,Ordering Tests,3,2022-02-07,AfterEPR,2022
W684555,Nurse,Discharge Summary,14,2021-04-11,BeforeEPR,2021
W201901,Nurse,Updating Notes,2,2022-09-20,AfterEPR,2022
W838047,Nurse,Ordering Tests,2,2022-04-06,AfterEPR,2022
W401634,Nurse,Ordering Tests,2,2023-01-21,AfterEPR,2023
W632967,Doctor,Updating Notes,3,2024-06-14,AfterEPR,2024
W891004,Nurse,Updating Notes,5,2019-05-05,BeforeEPR,2019
W335056,Nurse,Ordering Tests,2,2023-09-21,AfterEPR,2023
W714198,Admin,Updating Notes,2,2023-08-12,AfterEPR,2023
W691238,Nurse,Discharge Summary,18,2020-05-17,BeforeEPR,2020
W242117,Admin,Ordering Tests,2,2024-11-03,AfterEPR,2024
W784619,Doctor,Ordering Tests,6,2018-07-19,BeforeEPR,2018
W510676,Admin,Updating Notes,5,2019-02-14,BeforeEPR,2019
W754335,Nurse,Updating Notes,2,2022-07-13,AfterEPR,2022
W716849,Doctor,Discharge Summary,6,2023-02-12,AfterEPR,2023
W933095,Doctor,Updating Notes,2,2023-06-23,AfterEPR,2023
W569147,Doctor,Ordering Tests,6,2021-03-25,BeforeEPR,2021
W388904,Nurse,Discharge Summary,15,2019-03-17,BeforeEPR,2019
W666953,Doctor,Discharge Summary,9,2023-10-20,AfterEPR,2023
W843383,Doctor,Documentation,6,2023-04-02,AfterEPR,2023
W288616,Doctor,Updating Notes,4,2021-12-01,BeforeEPR,2021
W344878,Doctor,Ordering Tests,3,2024-01-12,AfterEPR,2024
W216375,Admin,Ordering Tests,2,2024-06-21,AfterEPR,2024
W233865,Doctor,Documentation,7,2023-12-19,AfterEPR,2023
W727500,Doctor,Ordering Tests,6,2019-11-02,BeforeEPR,2019
W386938,Nurse,Documentation,6,2022-11-24,AfterEPR,2022
W838048,Doctor,Updating Notes,2,2023-11-05,AfterEPR,2023
W117745,Doctor,Ordering Tests,2,2024-03-27,AfterEPR,2024
W863847,Nurse,Updating Notes,4,2021-08-22,BeforeEPR,2021
W764407,Nurse,Documentation,8,2024-10-25,AfterEPR,2024
W510892,Admin,Ordering Tests,2,2022-03-01,AfterEPR,2022
W486417,Doctor,Updating Notes,3,2024-08-06,AfterEPR,2024
W671548,Doctor,Documentation,9,2019-08-15,BeforeEPR,2019
W945536,Nurse,Updating Notes,3,2024-04-08,AfterEPR,2024
W251538,Doctor,Ordering Tests,2,2023-02-01,AfterEPR,2023
W511699,Admin,Updating Notes,3,2022-09-12,AfterEPR,2022
W231364,Admin,Updating Notes,5,2020-11-24,BeforeEPR,2020
W661824,Nurse,Ordering Tests,4,2018-04-07,BeforeEPR,2018
W714639,Doctor,Documentation,11,2018-10-19,BeforeEPR,2018
W654681,Admin,Updating Notes,3,2023-07-16,AfterEPR,2023
W525960,Doctor,Documentation,7,2022-09-25,AfterEPR,2022
W564873,Nurse,Documentation,8,2018-12-04,BeforeEPR,2018
W583776,Nurse,Discharge Summary,10,2023-07-12,AfterEPR,2023
W389041,Nurse,Discharge Summary,11,2022-04-14,AfterEPR,2022
W383281,Admin,Updating Notes,3,2022-04-18,AfterEPR,2022
W130185,Nurse,Documentation,12,2021-09-25,BeforeEPR,2021
W763413,Admin,Updating Notes,5,2021-03-03,BeforeEPR,2021
W447457,Admin,Ordering Tests,2,2023-05-07,AfterEPR,2023
W970932,Doctor,Discharge Summary,9,2024-03-19,AfterEPR,2024
W592549,Doctor,Discharge Summary,10,2023-08-25,AfterEPR,2023
W142744,Admin,Discharge Summary,9,2022-07-02,AfterEPR,2022
W683920,Doctor,Updating Notes,4,2021-04-22,BeforeEPR,2021
W218954,Nurse,Documentation,5,2022-02-09,AfterEPR,2022
W649983,Admin,Updating Notes,4,2018-09-26,BeforeEPR,2018
W198461,Admin,Discharge Summary,12,2019-03-01,BeforeEPR,2019
W484847,Doctor,Documentation,10,2018-12-08,BeforeEPR,2018
W647918,Admin,Ordering Tests,3,2022-08-06,AfterEPR,2022
W173437,Doctor,Discharge Summary,9,2022-11-02,AfterEPR,2022
W618748,Nurse,Ordering Tests,2,2022-06-24,AfterEPR,2022
W298060,Admin,Documentation,6,2023-10-09,AfterEPR,2023
W308824,Admin,Documentation,8,2024-02-13,AfterEPR,2024
W424719,Nurse,Discharge Summary,9,2024-07-12,AfterEPR,2024
W351807,Doctor,Discharge Summary,18,2019-12-27,BeforeEPR,2019
W224570,Admin,Discharge Summary,9,2022-09-13,AfterEPR,2022
W949828,Doctor,Documentation,8,2019-06-13,BeforeEPR,2019
W444582,Nurse,Discharge Summary,11,2023-07-15,AfterEPR,2023
W593876,Admin,Discharge Summary,17,2021-07-25,BeforeEPR,2021
W830479,Nurse,Ordering Tests,3,2022-10-14,AfterEPR,2022
W101260,Nurse,Discharge Summary,17,2020-12-12,BeforeEPR,2020
W353351,Doctor,Updating Notes,2,2023-06-09,AfterEPR,2023
W341190,Nurse,Documentation,5,2023-06-09,AfterEPR,2023
W640579,Doctor,Updating Notes,2,2022-03-04,AfterEPR,2022
W483257,Admin,Documentation,11,2021-03-19,BeforeEPR,2021
W399333,Doctor,Documentation,13,2018-03-26,BeforeEPR,2018
W399437,Admin,Documentation,10,2021-02-12,BeforeEPR,2021
W614863,Nurse,Updating Notes,4,2021-03-20,BeforeEPR,2021
W884823,Admin,Documentation,7,2022-12-12,AfterEPR,2022
W388248,Doctor,Updating Notes,3,2023-12-09,AfterEPR,2023
W951268,Nurse,Documentation,5,2023-11-21,AfterEPR,2023
W930140,Doctor,Ordering Tests,5,2020-09-21,BeforeEPR,2020
W408419,Doctor,Updating Notes,5,2018-02-10,BeforeEPR,2018
W883827,Nurse,Documentation,6,2024-10-27,AfterEPR,2024
W421662,Admin,Discharge Summary,9,2024-08-21,AfterEPR,2024
W815073,Admin,Updating Notes,4,2020-08-05,BeforeEPR,2020
W491382,Nurse,Ordering Tests,5,2021-08-04,BeforeEPR,2021
W420934,Nurse,Documentation,14,2020-07-04,BeforeEPR,2020
W889324,Nurse,Updating Notes,4,2020-06-21,BeforeEPR,2020
W361607,Admin,Discharge Summary,14,2019-11-18,BeforeEPR,2019
W804425,Nurse,Documentation,15,2020-10-22,BeforeEPR,2020
W470890,Admin,Ordering Tests,7,2021-11-15,BeforeEPR,2021
W524619,Doctor,Documentation,13,2020-08-23,BeforeEPR,2020
W518680,Admin,Updating Notes,4,2021-02-16,BeforeEPR,2021
W467493,Nurse,Ordering Tests,3,2022-12-08,AfterEPR,2022
W754782,Doctor,Discharge Summary,11,2023-04-10,AfterEPR,2023
W609921,Nurse,Updating Notes,2,2023-02-05,AfterEPR,2023
W708758,Admin,Updating Notes,2,2022-10-02,AfterEPR,2022
W329428,Nurse,Ordering Tests,2,2023-08-13,AfterEPR,2023
W351115,Nurse,Documentation,6,2022-12-04,AfterEPR,2022
W565751,Nurse,Ordering Tests,2,2023-02-15,AfterEPR,2023
W285211,Admin,Ordering Tests,5,2019-06-07,BeforeEPR,2019
W475529,Admin,Ordering Tests,3,2022-02-11,AfterEPR,2022
W615786,Doctor,Documentation,6,2024-06-08,AfterEPR,2024
W307657,Doctor,Documentation,6,2023-03-01,AfterEPR,2023
W423987,Nurse,Discharge Summary,10,2022-02-24,AfterEPR,2022
W269210,Admin,Documentation,10,2019-02-04,BeforeEPR,2019
W900779,Doctor,Updating Notes,3,2024-11-15,AfterEPR,2024
W515162,Nurse,Updating Notes,2,2024-06-27,AfterEPR,2024
W545310,Nurse,Ordering Tests,5,2018-04-06,BeforeEPR,2018
W604855,Nurse,Ordering Tests,5,2020-04-19,BeforeEPR,2020
W638526,Admin,Ordering Tests,4,2019-10-17,BeforeEPR,2019
W979898,Nurse,Ordering Tests,5,2019-06-12,BeforeEPR,2019
W622274,Nurse,Ordering Tests,3,2024-04-16,AfterEPR,2024
W492737,Doctor,Discharge Summary,14,2018-06-09,BeforeEPR,2018
W909376,Nurse,Ordering Tests,5,2019-07-05,BeforeEPR,2019
W296165,Doctor,Discharge Summary,14,2018-07-21,BeforeEPR,2018
W390576,Admin,Discharge Summary,7,2024-01-05,AfterEPR,2024
W330481,Nurse,Ordering Tests,1,2023-09-19,AfterEPR,2023
W165119,Nurse,Discharge Summary,17,2021-11-15,BeforeEPR,2021
W797532,Admin,Documentation,5,2023-04-05,AfterEPR,2023
W492259,Doctor,Ordering Tests,6,2020-02-20,BeforeEPR,2020
W509600,Admin,Documentation,9,2021-05-08,BeforeEPR,2021
W904659,Nurse,Ordering Tests,3,2023-09-26,AfterEPR,2023
W462271,Admin,Documentation,12,2019-09-24,BeforeEPR,2019
W150311,Doctor,Updating Notes,2,2024-07-01,AfterEPR,2024
W315240,Doctor,Updating Notes,3,2024-12-03,AfterEPR,2024
W671198,Nurse,Documentation,6,2023-01-14,AfterEPR,2023
W903581,Admin,Documentation,5,2022-10-22,AfterEPR,2022
W145100,Nurse,Documentation,7,2024-02-05,AfterEPR,2024
W440341,Admin,Discharge Summary,12,2022-06-07,AfterEPR,2022
W923881,Nurse,Ordering Tests,3,2024-11-09,AfterEPR,2024
W547532,Doctor,Ordering Tests,2,2024-10-15,AfterEPR,2024
W460064,Admin,Documentation,12,2018-04-02,BeforeEPR,2018
W759567,Doctor,Ordering Tests,2,2022-07-27,AfterEPR,2022
W975414,Admin,Updating Notes,5,2018-05-17,BeforeEPR,2018
W858748,Admin,Discharge Summary,18,2020-07-03,BeforeEPR,2020
W744845,Doctor,Documentation,11,2020-06-14,BeforeEPR,2020
W327422,Nurse,Documentation,6,2024-07-07,AfterEPR,2024
W746138,Admin,Ordering Tests,2,2024-08-21,AfterEPR,2024
W517534,Doctor,Documentation,7,2024-03-08,AfterEPR,2024
W671833,Nurse,Updating Notes,5,2019-06-16,BeforeEPR,2019
W554967,Nurse,Documentation,14,2018-02-14,BeforeEPR,2018
W497402,Doctor,Documentation,13,2019-04-13,BeforeEPR,2019
W436507,Admin,Documentation,5,2023-03-14,AfterEPR,2023
W247005,Doctor,Updating Notes,3,2022-01-16,AfterEPR,2022
W230828,Nurse,Documentation,6,2023-05-08,AfterEPR,2023
W749776,Admin,Discharge Summary,13,2021-01-13,BeforeEPR,2021
W937132,Doctor,Documentation,8,2023-10-20,AfterEPR,2023
W989136,Doctor,Updating Notes,2,2024-06-12,AfterEPR,2024
W187775,Admin,Documentation,7,2022-11-21,AfterEPR,2022
W492271,Nurse,Ordering Tests,3,2024-04-26,AfterEPR,2024
W628687,Nurse,Updating Notes,4,2019-08-26,BeforeEPR,2019
W855057,Doctor,Documentation,12,2020-03-13,BeforeEPR,2020
W972521,Admin,Ordering Tests,3,2023-03-18,AfterEPR,2023
W729610,Nurse,Updating Notes,2,2024-06-25,AfterEPR,2024
W497085,Nurse,Discharge Summary,18,2019-11-26,BeforeEPR,2019
W255362,Admin,Updating Notes,2,2023-04-16,AfterEPR,2023
W505888,Nurse,Discharge Summary,13,2021-06-11,BeforeEPR,2021
W106334,Doctor,Ordering Tests,5,2020-01-19,BeforeEPR,2020
W637704,Admin,Ordering Tests,2,2024-08-20,AfterEPR,2024
W198376,Admin,Documentation,12,2019-04-10,BeforeEPR,2019
W422114,Doctor,Ordering Tests,2,2024-12-15,AfterEPR,2024
W572690,Nurse,Discharge Summary,13,2018-02-26,BeforeEPR,2018
W784109,Doctor,Updating Notes,3,2022-07-02,AfterEPR,2022
W183543,Nurse,Discharge Summary,11,2022-01-03,AfterEPR,2022
W287105,Nurse,Discharge Summary,10,2024-06-19,AfterEPR,2024
W888462,Doctor,Updating Notes,4,2018-06-14,BeforeEPR,2018
W333710,Doctor,Updating Notes,2,2023-09-06,AfterEPR,2023
W277227,Nurse,Documentation,7,2022-08-13,AfterEPR,2022
W136479,Admin,Documentation,7,2024-05-17,AfterEPR,2024
W919493,Admin,Updating Notes,2,2023-02-13,AfterEPR,2023
W457335,Nurse,Discharge Summary,9,2023-09-09,AfterEPR,2023
W273602,Admin,Ordering Tests,5,2019-08-03,BeforeEPR,2019
W364677,Nurse,Documentation,5,2022-06-06,AfterEPR,2022
W126529,Admin,Ordering Tests,5,2019-04-15,BeforeEPR,2019
W733461,Admin,Documentation,12,2021-05-05,BeforeEPR,2021
W605446,Doctor,Ordering Tests,5,2019-12-15,BeforeEPR,2019
W582013,Nurse,Ordering Tests,3,2022-08-16,AfterEPR,2022
W762997,Nurse,Updating Notes,5,2020-10-02,BeforeEPR,2020
W127577,Nurse,Ordering Tests,6,2018-05-25,BeforeEPR,2018
W400355,Doctor,Discharge Summary,19,2019-09-13,BeforeEPR,2019
W490909,Doctor,Updating Notes,2,2022-01-11,AfterEPR,2022
W243167,Doctor,Updating Notes,5,2021-05-12,BeforeEPR,2021
W354360,Nurse,Documentation,8,2023-03-26,AfterEPR,2023
W152322,Doctor,Ordering Tests,6,2020-06-03,BeforeEPR,2020
W519179,Nurse,Updating Notes,4,2018-10-26,BeforeEPR,2018
W245065,Admin,Ordering Tests,4,2019-10-25,BeforeEPR,2019
W848075,Doctor,Discharge Summary,17,2020-01-03,BeforeEPR,2020
W574708,Admin,Ordering Tests,6,2018-02-06,BeforeEPR,2018
W687943,Admin,Updating Notes,2,2022-08-03,AfterEPR,2022
W556586,Nurse,Ordering Tests,3,2024-03-14,AfterEPR,2024
W368229,Admin,Ordering Tests,2,2023-05-14,AfterEPR,2023
W197037,Admin,Ordering Tests,3,2024-04-11,AfterEPR,2024
W750224,Doctor,Documentation,6,2023-02-03,AfterEPR,2023
W725797,Admin,Discharge Summary,8,2022-04-03,AfterEPR,2022
W493644,Nurse,Discharge Summary,16,2019-10-02,BeforeEPR,2019
W280724,Doctor,Documentation,10,2020-12-20,BeforeEPR,2020
W881731,Doctor,Updating Notes,5,2018-01-15,BeforeEPR,2018
W355288,Doctor,Discharge Summary,13,2019-03-18,BeforeEPR,2019
W132307,Admin,Discharge Summary,15,2020-12-14,BeforeEPR,2020
W539068,Admin,Updating Notes,3,2023-01-06,AfterEPR,2023
W340468,Nurse,Ordering Tests,3,2022-10-09,AfterEPR,2022
W490263,Nurse,Discharge Summary,9,2019-05-21,BeforeEPR,2019
W370760,Nurse,Documentation,6,2022-07-05,AfterEPR,2022
W371241,Doctor,Ordering Tests,3,2022-07-25,AfterEPR,2022
W815584,Doctor,Discharge Summary,9,2022-12-03,AfterEPR,2022
W228220,Doctor,Ordering Tests,2,2024-02-20,AfterEPR,2024
W943830,Nurse,Updating Notes,2,2023-01-26,AfterEPR,2023
W483363,Admin,Documentation,11,2018-10-08,BeforeEPR,2018
W475060,Nurse,Updating Notes,3,2022-12-08,AfterEPR,2022
W660532,Admin,Ordering Tests,6,2019-12-23,BeforeEPR,2019
W581434,Admin,Documentation,6,2024-01-01,AfterEPR,2024
W681642,Doctor,Discharge Summary,10,2024-02-10,AfterEPR,2024
W849185,Doctor,Updating Notes,4,2018-03-12,BeforeEPR,2018
W702851,Admin,Discharge Summary,9,2022-10-11,AfterEPR,2022
W469173,Admin,Discharge Summary,10,2023-02-25,AfterEPR,2023
W744799,Doctor,Updating Notes,3,2022-10-27,AfterEPR,2022
W881739,Nurse,Ordering Tests,7,2018-07-05,BeforeEPR,2018
W610222,Admin,Ordering Tests,5,2018-11-13,BeforeEPR,2018
W324056,Doctor,Documentation,13,2020-02-04,BeforeEPR,2020
W176283,Admin,Documentation,8,2022-10-12,AfterEPR,2022
W651055,Admin,Updating Notes,5,2021-09-16,BeforeEPR,2021
W923471,Doctor,Discharge Summary,12,2022-12-15,AfterEPR,2022
W625230,Nurse,Ordering Tests,2,2024-09-04,AfterEPR,2024
W575911,Nurse,Discharge Summary,8,2023-05-06,AfterEPR,2023
W410788,Doctor,Documentation,13,2019-04-21,BeforeEPR,2019
W519416,Nurse,Updating Notes,3,2022-05-13,AfterEPR,2022
W781425,Admin,Discharge Summary,16,2019-06-09,BeforeEPR,2019
W325739,Admin,Documentation,5,2023-07-11,AfterEPR,2023
W659469,Nurse,Documentation,6,2023-02-23,AfterEPR,2023
W232641,Nurse,Ordering Tests,2,2024-10-09,AfterEPR,2024
W336495,Doctor,Updating Notes,4,2019-02-12,BeforeEPR,2019
W652627,Admin,Documentation,14,2018-07-02,BeforeEPR,2018
W205815,Admin,Discharge Summary,18,2018-11-09,BeforeEPR,2018
W306732,Doctor,Discharge Summary,9,2018-10-10,BeforeEPR,2018
W737829,Nurse,Documentation,7,2022-05-24,AfterEPR,2022
W737899,Admin,Ordering Tests,5,2020-04-01,BeforeEPR,2020
W884568,Nurse,Discharge Summary,9,2023-05-06,AfterEPR,2023
W331080,Nurse,Updating Notes,2,2023-02-09,AfterEPR,2023
W135357,Nurse,Updating Notes,2,2023-11-10,AfterEPR,2023
W665064,Doctor,Discharge Summary,13,2020-02-23,BeforeEPR,2020
W933302,Nurse,Updating Notes,5,2021-11-01,BeforeEPR,2021
W808957,Nurse,Ordering Tests,3,2022-05-17,AfterEPR,2022
W394944,Doctor,Discharge Summary,16,2018-10-02,BeforeEPR,2018
W901968,Admin,Documentation,7,2023-07-19,AfterEPR,2023
W101105,Admin,Discharge Summary,9,2023-10-18,AfterEPR,2023
W915076,Doctor,Ordering Tests,4,2020-11-17,BeforeEPR,2020
W700475,Doctor,Ordering Tests,5,2020-11-01,BeforeEPR,2020
W890978,Doctor,Ordering Tests,2,2024-11-11,AfterEPR,2024
W855641,Admin,Ordering Tests,5,2018-07-13,BeforeEPR,2018
W650148,Doctor,Ordering Tests,5,2018-03-27,BeforeEPR,2018
W666505,Doctor,Documentation,11,2019-10-10,BeforeEPR,2019
W290381,Doctor,Documentation,9,2020-12-11,BeforeEPR,2020
W342814,Admin,Updating Notes,3,2020-02-15,BeforeEPR,2020
W551825,Doctor,Updating Notes,4,2019-09-27,BeforeEPR,2019
W994275,Nurse,Documentation,9,2021-09-14,BeforeEPR,2021
W196967,Admin,Documentation,6,2023-12-17,AfterEPR,2023
W457905,Admin,Ordering Tests,3,2023-04-19,AfterEPR,2023
W601324,Nurse,Documentation,7,2024-07-06,AfterEPR,2024
W138805,Admin,Documentation,12,2021-04-10,BeforeEPR,2021
W777622,Doctor,Ordering Tests,2,2022-05-01,AfterEPR,2022
W733373,Admin,Discharge Summary,12,2024-05-25,AfterEPR,2024
W931507,Nurse,Updating Notes,4,2021-01-01,BeforeEPR,2021
W160080,Doctor,Discharge Summary,17,2019-12-01,BeforeEPR,2019
W357114,Admin,Discharge Summary,8,2024-11-01,AfterEPR,2024
W250730,Doctor,Ordering Tests,2,2023-07-12,AfterEPR,2023
W703117,Doctor,Discharge Summary,16,2019-06-04,BeforeEPR,2019
W891772,Nurse,Ordering Tests,3,2018-12-23,BeforeEPR,2018
W995104,Nurse,Discharge Summary,9,2022-08-09,AfterEPR,2022
W864552,Doctor,Updating Notes,3,2022-07-15,AfterEPR,2022
W804453,Doctor,Updating Notes,4,2018-04-05,BeforeEPR,2018
W627722,Doctor,Updating Notes,2,2024-03-09,AfterEPR,2024
W436214,Nurse,Updating Notes,3,2023-01-10,AfterEPR,2023
W636522,Admin,Discharge Summary,8,2022-12-22,AfterEPR,2022
W761888,Admin,Discharge Summary,9,2023-11-06,AfterEPR,2023
W852793,Doctor,Discharge Summary,12,2021-06-05,BeforeEPR,2021
W506388,Doctor,Ordering Tests,3,2024-07-21,AfterEPR,2024
W783279,Doctor,Discharge Summary,11,2023-04-25,AfterEPR,2023
W595617,Nurse,Ordering Tests,3,2024-10-14,AfterEPR,2024
W391331,Doctor,Documentation,15,2019-05-18,BeforeEPR,2019
W531459,Nurse,Documentation,12,2019-09-24,BeforeEPR,2019
W374214,Doctor,Documentation,6,2023-12-27,AfterEPR,2023
W682220,Doctor,Documentation,7,2023-03-12,AfterEPR,2023
W801985,Doctor,Ordering Tests,3,2024-03-07,AfterEPR,2024
W798633,Doctor,Discharge Summary,11,2024-01-11,AfterEPR,2024
W229114,Admin,Ordering Tests,5,2018-12-01,BeforeEPR,2018
W170005,Doctor,Discharge Summary,7,2024-12-02,AfterEPR,2024
W292083,Doctor,Ordering Tests,5,2018-01-13,BeforeEPR,2018
W200641,Admin,Documentation,10,2023-12-25,AfterEPR,2023
W197004,Admin,Updating Notes,3,2018-12-08,BeforeEPR,2018
W514513,Doctor,Discharge Summary,15,2018-08-21,BeforeEPR,2018
W877451,Nurse,Discharge Summary,14,2024-02-23,AfterEPR,2024
W998374,Nurse,Documentation,13,2021-05-24,BeforeEPR,2021
W926930,Admin,Updating Notes,5,2018-01-02,BeforeEPR,2018
W974171,Doctor,Documentation,12,2018-05-21,BeforeEPR,2018
W898184,Nurse,Documentation,7,2024-05-22,AfterEPR,2024
W657136,Admin,Updating Notes,3,2023-06-18,AfterEPR,2023
W445172,Nurse,Ordering Tests,5,2019-09-21,BeforeEPR,2019
W748782,Admin,Discharge Summary,8,2024-11-18,AfterEPR,2024
W604270,Doctor,Discharge Summary,9,2023-04-09,AfterEPR,2023
W889471,Doctor,Ordering Tests,3,2023-03-27,AfterEPR,2023
W203505,Admin,Updating Notes,7,2018-04-13,BeforeEPR,2018
W767797,Doctor,Ordering Tests,7,2019-01-24,BeforeEPR,2019
W677627,Admin,Documentation,11,2021-04-02,BeforeEPR,2021
W368620,Admin,Ordering Tests,6,2019-01-01,BeforeEPR,2019
W352663,Doctor,Documentation,7,2024-05-15,AfterEPR,2024
W403553,Doctor,Discharge Summary,11,2023-10-06,AfterEPR,2023
W215576,Admin,Updating Notes,3,2022-06-02,AfterEPR,2022
W967304,Admin,Discharge Summary,10,2022-01-07,AfterEPR,2022
W944819,Doctor,Documentation,8,2024-11-04,AfterEPR,2024
W763379,Nurse,Documentation,7,2023-10-24,AfterEPR,2023
W629563,Doctor,Discharge Summary,13,2020-03-22,BeforeEPR,2020
W270751,Admin,Discharge Summary,9,2021-07-24,BeforeEPR,2021
W593820,Doctor,Ordering Tests,6,2019-02-24,BeforeEPR,2019
W597198,Admin,Ordering Tests,3,2024-06-08,AfterEPR,2024
W422661,Admin,Discharge Summary,11,2022-06-04,AfterEPR,2022
W531170,Nurse,Updating Notes,5,2018-02-04,BeforeEPR,2018
W261699,Nurse,Ordering Tests,3,2021-11-10,BeforeEPR,2021
W195207,Admin,Ordering Tests,2,2024-04-11,AfterEPR,2024
W172636,Nurse,Updating Notes,4,2019-02-03,BeforeEPR,2019
W425588,Doctor,Documentation,9,2019-11-14,BeforeEPR,2019
W378895,Admin,Ordering Tests,2,2022-02-08,AfterEPR,2022
W428541,Admin,Discharge Summary,16,2019-02-14,BeforeEPR,2019
W590635,Nurse,Discharge Summary,9,2024-01-12,AfterEPR,2024
W632208,Nurse,Updating Notes,6,2020-10-02,BeforeEPR,2020
W239240,Nurse,Discharge Summary,10,2022-11-04,AfterEPR,2022
W346330,Admin,Discharge Summary,14,2020-12-04,BeforeEPR,2020
W341670,Nurse,Ordering Tests,2,2023-12-10,AfterEPR,2023
W467732,Doctor,Updating Notes,5,2020-06-11,BeforeEPR,2020
W953624,Admin,Ordering Tests,3,2023-09-25,AfterEPR,2023
W374149,Doctor,Discharge Summary,12,2021-08-15,BeforeEPR,2021
W878020,Doctor,Discharge Summary,11,2018-05-16,BeforeEPR,2018
W678859,Nurse,Documentation,14,2019-06-13,BeforeEPR,2019
W337472,Doctor,Updating Notes,3,2024-04-07,AfterEPR,2024
W596839,Nurse,Documentation,6,2022-02-17,AfterEPR,2022
W884701,Nurse,Updating Notes,4,2020-07-04,BeforeEPR,2020
W754401,Admin,Ordering Tests,6,2020-07-08,BeforeEPR,2020
W536220,Admin,Ordering Tests,3,2022-04-16,AfterEPR,2022
W367560,Admin,Documentation,6,2024-08-18,AfterEPR,2024
W113518,Doctor,Updating Notes,3,2022-01-22,AfterEPR,2022
W789464,Nurse,Discharge Summary,14,2020-09-01,BeforeEPR,2020
W837818,Nurse,Ordering Tests,3,2023-04-07,AfterEPR,2023
W123804,Admin,Updating Notes,2,2022-06-26,AfterEPR,2022
W389898,Admin,Ordering Tests,2,2022-10-12,AfterEPR,2022
W536315,Doctor,Documentation,7,2023-01-25,AfterEPR,2023
W640019,Admin,Discharge Summary,8,2023-03-09,AfterEPR,2023
W211729,Nurse,Updating Notes,5,2019-09-20,BeforeEPR,2019
W281479,Nurse,Documentation,6,2023-12-14,AfterEPR,2023
W493400,Nurse,Updating Notes,3,2024-11-05,AfterEPR,2024
W462846,Nurse,Updating Notes,4,2019-10-12,BeforeEPR,2019
W467986,Nurse,Discharge Summary,11,2022-01-26,AfterEPR,2022
W384648,Doctor,Discharge Summary,17,2020-03-08,BeforeEPR,2020
W259278,Admin,Documentation,6,2022-07-07,AfterEPR,2022
W333418,Admin,Discharge Summary,11,2022-09-16,AfterEPR,2022
W293856,Nurse,Updating Notes,2,2022-11-15,AfterEPR,2022
W496983,Nurse,Ordering Tests,3,2023-04-17,AfterEPR,2023
W554502,Nurse,Updating Notes,2,2022-08-24,AfterEPR,2022
W610240,Admin,Discharge Summary,9,2023-07-17,AfterEPR,2023
W117688,Admin,Discharge Summary,8,2023-06-12,AfterEPR,2023
W899241,Nurse,Updating Notes,2,2024-04-07,AfterEPR,2024
W239790,Admin,Documentation,12,2018-04-27,BeforeEPR,2018
W993516,Doctor,Documentation,6,2023-09-20,AfterEPR,2023
