WorkflowID,StaffRole,TaskName,TimeMinutes,Date,EPRPeriod
W682521,Admin,Documentation,8,2018-04-12,BeforeEPR
W570836,Admin,Updating Notes,3,2022-04-25,AfterEPR
W129881,Nurse,Ordering Tests,5,2018-10-09,BeforeEPR
W177567,Admin,Discharge Summary,11,2023-09-07,AfterEPR
W286201,Admin,Updating Notes,2,2022-03-08,AfterEPR
W248834,Doctor,Documentation,7,2023-02-15,AfterEPR
W364177,Doctor,Updating Notes,2,2023-07-23,AfterEPR
W845469,Doctor,Ordering Tests,6,2021-07-11,BeforeEPR
W424460,Nurse,Ordering Tests,2,2023-12-20,AfterEPR
W531748,Doctor,Documentation,7,2023-11-25,AfterEPR
W959016,Nurse,Updating Notes,4,2020-05-24,BeforeEPR
W396580,Nurse,Ordering Tests,5,2019-10-01,BeforeEPR
W437348,Doctor,Ordering Tests,5,2018-08-20,BeforeEPR
W473035,Nurse,Updating Notes,4,2020-04-14,BeforeEPR
W146860,Nurse,Ordering Tests,2,2024-07-18,AfterEPR
W215148,Doctor,Discharge Summary,12,2024-08-03,AfterEPR
W618134,Doctor,Ordering Tests,2,2023-03-22,AfterEPR
W106957,Admin,Ordering Tests,4,2018-12-27,BeforeEPR
W900029,Admin,Updating Notes,4,2018-01-25,BeforeEPR
W692055,Nurse,Updating Notes,2,2022-04-06,AfterEPR
W519368,Doctor,Updating Notes,4,2019-12-14,BeforeEPR
W382702,Doctor,Discharge Summary,10,2023-03-16,AfterEPR
W230377,Admin,Updating Notes,3,2024-08-12,AfterEPR
W885487,Doctor,Discharge Summary,9,2022-08-11,AfterEPR
W144394,Admin,Documentation,11,2018-08-06,BeforeEPR
W870826,Doctor,Documentation,12,2019-11-12,BeforeEPR
W784608,Nurse,Documentation,9,2019-02-08,BeforeEPR
W302845,Nurse,Updating Notes,3,2024-12-07,AfterEPR
W159960,Doctor,Discharge Summary,10,2022-01-26,AfterEPR
W802907,Doctor,Updating Notes,2,2024-06-13,AfterEPR
W897791,Doctor,Documentation,7,2022-02-16,AfterEPR
W531851,Nurse,Documentation,13,2020-10-24,BeforeEPR
W601068,Admin,Discharge Summary,11,2018-04-18,BeforeEPR
W204609,Doctor,Documentation,6,2023-07-20,AfterEPR
W550504,Admin,Discharge Summary,16,2021-09-24,BeforeEPR
W295936,Doctor,Discharge Summary,14,2018-10-15,BeforeEPR
W119777,Admin,Ordering Tests,7,2018-12-18,BeforeEPR
W876451,Admin,Updating Notes,2,2024-09-21,AfterEPR
W765844,Nurse,Documentation,8,2020-10-17,BeforeEPR
W650263,Nurse,Discharge Summary,9,2024-10-03,AfterEPR
W407634,Nurse,Updating Notes,2,2024-05-16,AfterEPR
W946341,Nurse,Documentation,12,2018-05-06,BeforeEPR
W309776,Nurse,Ordering Tests,3,2022-12-17,AfterEPR
W599956,Nurse,Discharge Summary,8,2024-11-05,AfterEPR
W229892,Nurse,Discharge Summary,9,2018-04-02,BeforeEPR
W151315,Doctor,Updating Notes,5,2021-06-01,BeforeEPR
W395777,Nurse,Ordering Tests,3,2023-06-27,AfterEPR
W738975,Doctor,Ordering Tests,3,2022-10-02,AfterEPR
W461959,Doctor,Documentation,15,2021-08-08,BeforeEPR
W857151,Nurse,Discharge Summary,15,2020-07-15,BeforeEPR
W212885,Doctor,Ordering Tests,2,2022-07-25,AfterEPR
W914532,Doctor,Discharge Summary,16,2018-01-09,BeforeEPR
W633936,Admin,Discharge Summary,18,2020-01-13,BeforeEPR
W564469,Nurse,Updating Notes,5,2020-09-23,BeforeEPR
W121278,Admin,Discharge Summary,7,2024-10-04,AfterEPR
W814442,Admin,Updating Notes,3,2022-11-19,AfterEPR
W946972,Admin,Documentation,10,2021-07-09,BeforeEPR
W836891,Doctor,Documentation,5,2024-12-08,AfterEPR
W274835,Admin,Updating Notes,1,2024-03-01,AfterEPR
W447305,Nurse,Updating Notes,4,2019-12-09,BeforeEPR
W677901,Admin,Updating Notes,4,2021-10-21,BeforeEPR
W548717,Doctor,Discharge Summary,7,2023-08-22,AfterEPR
W559455,Admin,Updating Notes,2,2023-07-19,AfterEPR
W258426,Nurse,Documentation,6,2022-10-02,AfterEPR
W261872,Admin,Documentation,5,2023-06-27,AfterEPR
W113365,Doctor,Ordering Tests,3,2024-08-13,AfterEPR
W236952,Nurse,Documentation,7,2024-03-07,AfterEPR
W643214,Nurse,Updating Notes,5,2018-03-07,BeforeEPR
W439528,Admin,Ordering Tests,5,2020-07-18,BeforeEPR
W787371,Doctor,Updating Notes,5,2020-09-16,BeforeEPR
W437818,Nurse,Discharge Summary,13,2021-06-08,BeforeEPR
W862967,Doctor,Documentation,7,2024-04-07,AfterEPR
W185798,Admin,Discharge Summary,12,2022-07-06,AfterEPR
W328629,Doctor,Documentation,6,2022-10-20,AfterEPR
W995532,Doctor,Documentation,12,2019-06-01,BeforeEPR
W939898,Doctor,Documentation,6,2024-08-20,AfterEPR
W940988,Admin,Ordering Tests,3,2023-12-26,AfterEPR
W636139,Admin,Documentation,6,2022-04-03,AfterEPR
W386540,Nurse,Ordering Tests,2,2024-11-26,AfterEPR
W826737,Doctor,Ordering Tests,3,2024-09-02,AfterEPR
W651610,Doctor,Ordering Tests,6,2018-05-04,BeforeEPR
W730159,Doctor,Discharge Summary,13,2019-01-01,BeforeEPR
W804178,Nurse,Updating Notes,4,2021-12-06,BeforeEPR
W657648,Doctor,Ordering Tests,6,2019-03-03,BeforeEPR
W312934,Doctor,Ordering Tests,7,2020-08-09,BeforeEPR
W462757,Admin,Discharge Summary,20,2021-03-10,BeforeEPR
W576121,Nurse,Discharge Summary,10,2023-04-12,AfterEPR
W432537,Admin,Documentation,6,2023-12-15,AfterEPR
W659126,Admin,Updating Notes,5,2019-03-13,BeforeEPR
W130864,Doctor,Ordering Tests,3,2023-06-13,AfterEPR
W395180,Doctor,Updating Notes,3,2022-02-23,AfterEPR
W500278,Doctor,Documentation,6,2023-09-11,AfterEPR
W436885,Admin,Documentation,8,2022-08-25,AfterEPR
W708400,Nurse,Ordering Tests,2,2024-02-16,AfterEPR
W750805,Nurse,Updating Notes,4,2021-06-08,BeforeEPR
W876527,Admin,Updating Notes,2,2023-05-05,AfterEPR
W282226,Admin,Discharge Summary,10,2024-12-04,AfterEPR
W877606,Doctor,Updating Notes,5,2018-09-22,BeforeEPR
W120493,Nurse,Discharge Summary,7,2022-03-09,AfterEPR
W683258,Admin,Discharge Summary,18,2018-07-14,BeforeEPR
W257045,Admin,Updating Notes,3,2022-02-22,AfterEPR
W590745,Admin,Discharge Summary,7,2022-03-27,AfterEPR
W445384,Nurse,Documentation,11,2018-03-02,BeforeEPR
W176193,Doctor,Documentation,6,2023-04-16,AfterEPR
W734973,Admin,Documentation,10,2021-06-05,BeforeEPR
W288117,Doctor,Ordering Tests,2,2022-05-20,AfterEPR
W710277,Admin,Ordering Tests,2,2022-03-01,AfterEPR
W995000,Admin,Discharge Summary,11,2021-12-10,BeforeEPR
W513773,Doctor,Ordering Tests,3,2023-08-17,AfterEPR
W289183,Doctor,Ordering Tests,5,2021-03-13,BeforeEPR
W896440,Doctor,Documentation,7,2023-08-01,AfterEPR
W233658,Admin,Documentation,5,2024-11-06,AfterEPR
W640193,Admin,Updating Notes,3,2022-01-19,AfterEPR
W375488,Admin,Ordering Tests,5,2018-02-09,BeforeEPR
W890634,Admin,Updating Notes,3,2024-07-08,AfterEPR
W568835,Admin,Discharge Summary,10,2023-11-24,AfterEPR
W723692,Admin,Updating Notes,2,2023-08-17,AfterEPR
W346722,Nurse,Ordering Tests,5,2021-05-12,BeforeEPR
W928364,Nurse,Documentation,6,2022-08-21,AfterEPR
W461443,Admin,Discharge Summary,9,2023-01-06,AfterEPR
W948179,Nurse,Ordering Tests,2,2024-04-14,AfterEPR
W879303,Doctor,Updating Notes,5,2021-04-26,BeforeEPR
W146770,Admin,Ordering Tests,3,2022-02-16,AfterEPR
W796353,Doctor,Discharge Summary,9,2024-02-09,AfterEPR
W976597,Doctor,Discharge Summary,13,2019-01-10,BeforeEPR
W560277,Doctor,Discharge Summary,16,2021-08-10,BeforeEPR
W151124,Doctor,Discharge Summary,11,2024-02-10,AfterEPR
W937382,Doctor,Ordering Tests,4,2021-06-11,BeforeEPR
W816359,Nurse,Ordering Tests,7,2018-03-10,BeforeEPR
W389008,Admin,Updating Notes,3,2022-07-09,AfterEPR
W282034,Doctor,Documentation,10,2019-04-13,BeforeEPR
W479009,Doctor,Ordering Tests,4,2018-08-08,BeforeEPR
W662556,Doctor,Updating Notes,2,2022-01-02,AfterEPR
W350481,Admin,Updating Notes,3,2022-03-15,AfterEPR
W339381,Admin,Discharge Summary,17,2018-03-10,BeforeEPR
W330001,Nurse,Discharge Summary,15,2021-02-03,BeforeEPR
W389845,Doctor,Ordering Tests,3,2022-06-18,AfterEPR
W325417,Nurse,Updating Notes,2,2023-10-23,AfterEPR
W556619,Admin,Updating Notes,3,2023-10-10,AfterEPR
W815206,Doctor,Discharge Summary,10,2023-12-22,AfterEPR
W251828,Nurse,Discharge Summary,19,2021-08-10,BeforeEPR
W731282,Nurse,Ordering Tests,3,2024-09-07,AfterEPR
W419265,Admin,Discharge Summary,14,2018-11-22,BeforeEPR
W273375,Admin,Discharge Summary,12,2024-06-24,AfterEPR
W837398,Doctor,Documentation,7,2024-05-01,AfterEPR
W980425,Admin,Documentation,13,2020-07-22,BeforeEPR
W737028,Nurse,Documentation,5,2022-10-18,AfterEPR
W998671,Nurse,Updating Notes,5,2021-12-06,BeforeEPR
W807081,Doctor,Ordering Tests,2,2024-01-16,AfterEPR
W867253,Admin,Ordering Tests,4,2021-08-10,BeforeEPR
W861467,Nurse,Updating Notes,4,2018-08-26,BeforeEPR
W354559,Doctor,Ordering Tests,7,2019-07-19,BeforeEPR
W403411,Admin,Updating Notes,3,2022-05-13,AfterEPR
W382011,Nurse,Updating Notes,4,2020-08-11,BeforeEPR
W573772,Nurse,Ordering Tests,5,2021-02-20,BeforeEPR
W742365,Nurse,Discharge Summary,10,2023-04-17,AfterEPR
W311145,Doctor,Documentation,8,2023-10-09,AfterEPR
W967854,Nurse,Documentation,7,2022-04-10,AfterEPR
W299805,Doctor,Updating Notes,2,2023-12-25,AfterEPR
W104366,Doctor,Discharge Summary,9,2022-01-13,AfterEPR
W104895,Nurse,Documentation,12,2020-02-23,BeforeEPR
W755155,Admin,Ordering Tests,2,2022-04-19,AfterEPR
W886355,Nurse,Updating Notes,5,2020-10-17,BeforeEPR
W255890,Doctor,Updating Notes,5,2019-09-25,BeforeEPR
W166677,Nurse,Updating Notes,6,2018-11-25,BeforeEPR
W746384,Doctor,Discharge Summary,8,2023-05-15,AfterEPR
W943720,Nurse,Documentation,15,2018-07-08,BeforeEPR
W389828,Admin,Ordering Tests,2,2024-01-13,AfterEPR
W676571,Admin,Documentation,7,2024-09-01,AfterEPR
W903237,Doctor,Documentation,6,2024-04-15,AfterEPR
W107424,Nurse,Discharge Summary,8,2022-07-10,AfterEPR
W541420,Nurse,Updating Notes,5,2018-04-15,BeforeEPR
W416986,Doctor,Ordering Tests,1,2023-02-09,AfterEPR
W549140,Admin,Discharge Summary,13,2019-12-20,BeforeEPR
W458362,Nurse,Discharge Summary,18,2019-06-08,BeforeEPR
W850081,Doctor,Discharge Summary,11,2024-01-23,AfterEPR
W255299,Doctor,Updating Notes,2,2024-10-16,AfterEPR
W742027,Nurse,Documentation,14,2021-01-16,BeforeEPR
W336601,Doctor,Ordering Tests,2,2023-08-03,AfterEPR
W507821,Nurse,Discharge Summary,9,2024-09-16,AfterEPR
W549543,Nurse,Documentation,7,2024-08-16,AfterEPR
W135066,Admin,Updating Notes,5,2018-07-13,BeforeEPR
W937778,Nurse,Documentation,11,2018-04-25,BeforeEPR
W388768,Doctor,Ordering Tests,5,2020-04-06,BeforeEPR
W866693,Nurse,Documentation,15,2019-09-07,BeforeEPR
W914780,Doctor,Ordering Tests,2,2023-06-15,AfterEPR
W257486,Doctor,Documentation,15,2021-11-22,BeforeEPR
W326203,Admin,Documentation,6,2024-07-20,AfterEPR
W971944,Nurse,Documentation,3,2023-02-10,AfterEPR
W651784,Admin,Ordering Tests,4,2018-04-15,BeforeEPR
W291836,Nurse,Ordering Tests,2,2023-07-12,AfterEPR
W486018,Admin,Updating Notes,4,2021-04-15,BeforeEPR
W567630,Admin,Ordering Tests,5,2020-12-25,BeforeEPR
W340270,Admin,Discharge Summary,10,2024-04-01,AfterEPR
W644788,Nurse,Ordering Tests,3,2022-07-07,AfterEPR
W652268,Nurse,Discharge Summary,8,2024-10-18,AfterEPR
W812999,Nurse,Updating Notes,5,2018-12-21,BeforeEPR
W968426,Admin,Discharge Summary,12,2020-05-05,BeforeEPR
W136073,Admin,Documentation,8,2024-09-15,AfterEPR
W625928,Admin,Discharge Summary,11,2019-08-15,BeforeEPR
W738572,Admin,Ordering Tests,2,2023-04-04,AfterEPR
W423549,Doctor,Discharge Summary,15,2019-04-08,BeforeEPR
W142443,Admin,Updating Notes,2,2023-04-14,AfterEPR
W125649,Nurse,Updating Notes,5,2019-08-21,BeforeEPR
W432070,Doctor,Discharge Summary,9,2023-04-16,AfterEPR
W247880,Nurse,Documentation,7,2023-12-20,AfterEPR
W700581,Doctor,Updating Notes,4,2019-06-15,BeforeEPR
W582833,Doctor,Ordering Tests,3,2024-01-18,AfterEPR
W474141,Nurse,Documentation,12,2019-04-07,BeforeEPR
W628069,Admin,Discharge Summary,15,2018-05-13,BeforeEPR
W247219,Nurse,Ordering Tests,6,2018-07-08,BeforeEPR
W242880,Doctor,Documentation,14,2020-05-10,BeforeEPR
W126064,Nurse,Updating Notes,3,2024-01-04,AfterEPR
W460372,Admin,Documentation,7,2022-07-11,AfterEPR
W673034,Admin,Discharge Summary,11,2022-04-01,AfterEPR
W363049,Nurse,Updating Notes,3,2023-10-08,AfterEPR
W161449,Admin,Documentation,14,2020-06-04,BeforeEPR
W325350,Nurse,Ordering Tests,3,2022-01-01,AfterEPR
W569657,Nurse,Updating Notes,5,2020-04-18,BeforeEPR
W393505,Nurse,Ordering Tests,3,2022-05-23,AfterEPR
W838355,Nurse,Discharge Summary,18,2018-05-03,BeforeEPR
W259723,Doctor,Ordering Tests,6,2021-12-15,BeforeEPR
W824757,Nurse,Updating Notes,2,2023-02-23,AfterEPR
W895778,Nurse,Ordering Tests,2,2024-08-06,AfterEPR
W541353,Nurse,Ordering Tests,3,2022-05-09,AfterEPR
W913738,Nurse,Discharge Summary,12,2019-02-24,BeforeEPR
W522790,Nurse,Updating Notes,5,2021-12-24,BeforeEPR
W204248,Nurse,Discharge Summary,9,2023-12-02,AfterEPR
W287317,Doctor,Documentation,11,2018-05-23,BeforeEPR
W272085,Nurse,Discharge Summary,9,2023-03-24,AfterEPR
W367865,Doctor,Updating Notes,2,2022-08-23,AfterEPR
W351338,Nurse,Updating Notes,4,2019-08-10,BeforeEPR
W816064,Nurse,Ordering Tests,6,2021-11-12,BeforeEPR
W342460,Admin,Updating Notes,4,2018-06-27,BeforeEPR
W115995,Doctor,Updating Notes,3,2023-12-22,AfterEPR
W336378,Admin,Documentation,11,2018-07-02,BeforeEPR
W242384,Nurse,Documentation,13,2020-06-07,BeforeEPR
W511442,Admin,Updating Notes,6,2019-08-25,BeforeEPR
W901202,Doctor,Ordering Tests,5,2019-05-08,BeforeEPR
W443757,Nurse,Documentation,7,2022-06-26,AfterEPR
W609803,Doctor,Ordering Tests,3,2024-09-23,AfterEPR
W515558,Nurse,Discharge Summary,10,2023-01-19,AfterEPR
W536998,Nurse,Updating Notes,3,2024-12-12,AfterEPR
W483326,Admin,Updating Notes,5,2021-06-25,BeforeEPR
W570174,Nurse,Ordering Tests,6,2021-07-02,BeforeEPR
W822588,Doctor,Updating Notes,5,2020-03-17,BeforeEPR
W155753,Doctor,Updating Notes,2,2022-04-17,AfterEPR
W297539,Doctor,Discharge Summary,11,2022-03-20,AfterEPR
W853976,Nurse,Documentation,6,2022-09-08,AfterEPR
W637146,Admin,Documentation,12,2021-04-12,BeforeEPR
W434220,Doctor,Updating Notes,2,2024-07-03,AfterEPR
W361189,Doctor,Documentation,7,2024-12-22,AfterEPR
W435261,Doctor,Ordering Tests,3,2023-08-01,AfterEPR
W709936,Doctor,Updating Notes,5,2020-08-11,BeforeEPR
W502528,Admin,Updating Notes,3,2022-03-18,AfterEPR
W826678,Admin,Documentation,8,2023-12-09,AfterEPR
W768935,Doctor,Ordering Tests,2,2023-05-01,AfterEPR
W445505,Admin,Updating Notes,2,2022-10-02,AfterEPR
W244575,Doctor,Documentation,7,2023-10-15,AfterEPR
W145643,Nurse,Discharge Summary,13,2018-11-24,BeforeEPR
W566981,Doctor,Ordering Tests,6,2019-09-05,BeforeEPR
W486531,Admin,Documentation,7,2023-01-12,AfterEPR
W120280,Doctor,Documentation,6,2024-10-19,AfterEPR
W280329,Nurse,Ordering Tests,2,2022-12-19,AfterEPR
W424749,Nurse,Discharge Summary,8,2024-05-07,AfterEPR
W421084,Nurse,Discharge Summary,12,2023-10-02,AfterEPR
W558560,Doctor,Documentation,6,2024-08-24,AfterEPR
W325994,Doctor,Discharge Summary,18,2018-02-17,BeforeEPR
W411003,Admin,Documentation,13,2021-04-14,BeforeEPR
W402866,Doctor,Documentation,6,2023-09-06,AfterEPR
W727268,Doctor,Discharge Summary,11,2023-08-06,AfterEPR
W828639,Admin,Updating Notes,3,2022-06-13,AfterEPR
W288895,Nurse,Ordering Tests,6,2018-02-10,BeforeEPR
W676865,Admin,Documentation,12,2020-04-01,BeforeEPR
W690724,Doctor,Ordering Tests,4,2022-12-02,AfterEPR
W262603,Nurse,Documentation,6,2024-08-13,AfterEPR
W950021,Nurse,Discharge Summary,8,2023-10-24,AfterEPR
W395256,Doctor,Discharge Summary,11,2023-02-09,AfterEPR
W723818,Doctor,Updating Notes,4,2021-12-27,BeforeEPR
W909875,Nurse,Ordering Tests,2,2024-01-08,AfterEPR
W535413,Nurse,Documentation,11,2020-12-06,BeforeEPR
W333287,Nurse,Discharge Summary,10,2024-01-12,AfterEPR
W592651,Doctor,Ordering Tests,8,2020-11-09,BeforeEPR
W421410,Admin,Ordering Tests,6,2019-04-22,BeforeEPR
W418554,Doctor,Documentation,7,2023-03-13,AfterEPR
W389319,Admin,Discharge Summary,11,2019-10-18,BeforeEPR
W390564,Admin,Discharge Summary,17,2018-05-15,BeforeEPR
W342517,Admin,Updating Notes,2,2024-03-23,AfterEPR
W747486,Doctor,Documentation,5,2024-06-25,AfterEPR
W276327,Admin,Updating Notes,5,2018-12-16,BeforeEPR
W738089,Doctor,Documentation,10,2018-07-02,BeforeEPR
W215655,Nurse,Updating Notes,3,2022-01-11,AfterEPR
W891805,Nurse,Updating Notes,3,2024-02-22,AfterEPR
W280973,Doctor,Documentation,7,2022-03-22,AfterEPR
W236779,Nurse,Discharge Summary,8,2024-02-04,AfterEPR
W785934,Nurse,Updating Notes,3,2024-11-03,AfterEPR
W572429,Admin,Discharge Summary,17,2020-02-19,BeforeEPR
W751174,Admin,Updating Notes,5,2021-02-18,BeforeEPR
W498017,Nurse,Discharge Summary,19,2018-11-05,BeforeEPR
W874667,Admin,Discharge Summary,10,2021-12-16,BeforeEPR
W526286,Nurse,Updating Notes,5,2019-08-06,BeforeEPR
W631794,Doctor,Ordering Tests,2,2024-03-20,AfterEPR
W469288,Admin,Updating Notes,2,2023-05-10,AfterEPR
W798774,Admin,Discharge Summary,18,2021-01-11,BeforeEPR
W928597,Nurse,Documentation,7,2022-06-08,AfterEPR
W287938,Nurse,Documentation,13,2021-06-27,BeforeEPR
W773931,Nurse,Discharge Summary,17,2020-11-26,BeforeEPR
W230611,Doctor,Ordering Tests,3,2023-08-02,AfterEPR
W287484,Nurse,Documentation,12,2019-09-07,BeforeEPR
W476134,Admin,Discharge Summary,10,2019-09-26,BeforeEPR
W783610,Doctor,Discharge Summary,15,2018-10-09,BeforeEPR
W708418,Nurse,Discharge Summary,10,2024-08-07,AfterEPR
W189480,Nurse,Discharge Summary,9,2023-06-26,AfterEPR
W214017,Admin,Discharge Summary,9,2024-11-24,AfterEPR
W468351,Admin,Ordering Tests,6,2018-02-15,BeforeEPR
W644010,Admin,Ordering Tests,2,2023-11-25,AfterEPR
W976934,Admin,Discharge Summary,20,2018-03-22,BeforeEPR
W482274,Doctor,Ordering Tests,6,2019-08-07,BeforeEPR
W469516,Nurse,Documentation,12,2021-06-07,BeforeEPR
W493171,Admin,Documentation,13,2020-07-21,BeforeEPR
W190754,Doctor,Documentation,12,2018-06-21,BeforeEPR
W716475,Nurse,Ordering Tests,2,2024-11-16,AfterEPR
W664705,Admin,Ordering Tests,5,2019-02-11,BeforeEPR
W144893,Nurse,Documentation,5,2022-04-26,AfterEPR
W880911,Admin,Discharge Summary,9,2022-06-17,AfterEPR
W324922,Doctor,Updating Notes,2,2024-06-10,AfterEPR
W160171,Nurse,Documentation,7,2022-12-07,AfterEPR
W496047,Admin,Updating Notes,5,2020-11-07,BeforeEPR
W600698,Nurse,Discharge Summary,9,2022-12-01,AfterEPR
W204289,Nurse,Documentation,9,2020-03-09,BeforeEPR
W378068,Nurse,Documentation,5,2022-07-11,AfterEPR
W973246,Nurse,Ordering Tests,3,2024-07-16,AfterEPR
W346688,Admin,Ordering Tests,3,2024-10-01,AfterEPR
W164803,Nurse,Discharge Summary,19,2019-08-21,BeforeEPR
W877406,Doctor,Documentation,7,2022-02-03,AfterEPR
W945926,Nurse,Discharge Summary,17,2021-10-14,BeforeEPR
W213109,Doctor,Discharge Summary,16,2018-02-19,BeforeEPR
W365085,Nurse,Discharge Summary,16,2020-11-15,BeforeEPR
W498874,Nurse,Ordering Tests,5,2021-10-21,BeforeEPR
W984459,Admin,Discharge Summary,9,2024-02-18,AfterEPR
W705327,Admin,Documentation,8,2022-01-18,AfterEPR
W180776,Doctor,Discharge Summary,14,2019-03-19,BeforeEPR
W168931,Doctor,Discharge Summary,14,2018-11-20,BeforeEPR
W727690,Nurse,Updating Notes,5,2020-06-21,BeforeEPR
W712094,Doctor,Discharge Summary,14,2021-07-10,BeforeEPR
W592412,Doctor,Ordering Tests,7,2018-02-15,BeforeEPR
W613134,Nurse,Updating Notes,5,2018-01-13,BeforeEPR
W607755,Nurse,Updating Notes,2,2022-09-05,AfterEPR
W820496,Doctor,Documentation,9,2019-07-04,BeforeEPR
W662058,Doctor,Updating Notes,3,2022-08-06,AfterEPR
W536900,Doctor,Updating Notes,3,2023-09-18,AfterEPR
W437853,Nurse,Updating Notes,2,2022-04-15,AfterEPR
W207218,Admin,Updating Notes,3,2022-12-26,AfterEPR
W398634,Admin,Ordering Tests,6,2019-11-17,BeforeEPR
W299337,Admin,Documentation,7,2023-09-21,AfterEPR
W966493,Doctor,Ordering Tests,3,2024-11-22,AfterEPR
W738304,Doctor,Updating Notes,4,2018-01-05,BeforeEPR
W369598,Nurse,Documentation,6,2024-01-18,AfterEPR
W386177,Admin,Updating Notes,2,2022-04-15,AfterEPR
W401421,Admin,Discharge Summary,14,2019-09-18,BeforeEPR
W885388,Nurse,Documentation,13,2020-09-27,BeforeEPR
W468182,Doctor,Updating Notes,4,2021-08-09,BeforeEPR
W626033,Admin,Updating Notes,2,2019-06-13,BeforeEPR
W404270,Admin,Ordering Tests,7,2019-10-27,BeforeEPR
W955638,Nurse,Documentation,9,2020-01-25,BeforeEPR
W515324,Doctor,Discharge Summary,12,2023-02-06,AfterEPR
W814725,Doctor,Updating Notes,5,2019-04-10,BeforeEPR
W604010,Admin,Ordering Tests,5,2021-09-17,BeforeEPR
W882600,Admin,Updating Notes,4,2020-09-07,BeforeEPR
W224941,Nurse,Discharge Summary,13,2019-08-18,BeforeEPR
W911735,Admin,Ordering Tests,3,2024-08-12,AfterEPR
W371886,Admin,Discharge Summary,7,2022-01-11,AfterEPR
W307321,Admin,Ordering Tests,2,2024-02-11,AfterEPR
W345073,Admin,Discharge Summary,12,2022-02-24,AfterEPR
W461135,Doctor,Discharge Summary,15,2018-01-12,BeforeEPR
W837436,Admin,Updating Notes,5,2018-03-17,BeforeEPR
W344497,Doctor,Discharge Summary,11,2018-11-27,BeforeEPR
W866698,Admin,Discharge Summary,9,2022-03-04,AfterEPR
W822469,Nurse,Discharge Summary,13,2020-09-04,BeforeEPR
W610743,Nurse,Updating Notes,3,2022-03-17,AfterEPR
W926540,Doctor,Ordering Tests,2,2023-01-13,AfterEPR
W629890,Nurse,Documentation,8,2021-09-25,BeforeEPR
W453976,Admin,Ordering Tests,7,2020-12-24,BeforeEPR
W505359,Nurse,Ordering Tests,6,2018-02-25,BeforeEPR
W598562,Nurse,Ordering Tests,7,2021-03-24,BeforeEPR
W957943,Doctor,Updating Notes,5,2020-04-05,BeforeEPR
W272889,Doctor,Updating Notes,3,2024-05-22,AfterEPR
W243954,Doctor,Discharge Summary,9,2022-03-12,AfterEPR
W819127,Doctor,Discharge Summary,16,2021-11-20,BeforeEPR
W136567,Doctor,Ordering Tests,6,2020-09-21,BeforeEPR
W223308,Admin,Documentation,5,2022-08-21,AfterEPR
W976753,Nurse,Ordering Tests,4,2020-03-06,BeforeEPR
W188220,Doctor,Discharge Summary,14,2020-07-05,BeforeEPR
W689447,Doctor,Discharge Summary,9,2022-12-14,AfterEPR
W818353,Nurse,Discharge Summary,11,2023-01-23,AfterEPR
W641903,Nurse,Discharge Summary,9,2018-04-17,BeforeEPR
W404510,Admin,Updating Notes,2,2024-03-07,AfterEPR
W308533,Admin,Updating Notes,3,2024-10-06,AfterEPR
W170021,Admin,Ordering Tests,4,2021-01-26,BeforeEPR
W384522,Doctor,Ordering Tests,5,2021-09-10,BeforeEPR
W124036,Doctor,Documentation,8,2024-01-07,AfterEPR
W265363,Nurse,Documentation,8,2024-12-23,AfterEPR
W244319,Admin,Updating Notes,2,2024-03-15,AfterEPR
W176246,Nurse,Discharge Summary,13,2023-07-20,AfterEPR
W121472,Nurse,Documentation,7,2024-07-25,AfterEPR
W517720,Doctor,Documentation,4,2023-11-11,AfterEPR
W476565,Doctor,Documentation,6,2024-06-05,AfterEPR
W427943,Nurse,Updating Notes,5,2019-09-16,BeforeEPR
W221315,Doctor,Discharge Summary,10,2022-09-14,AfterEPR
W573236,Nurse,Updating Notes,5,2019-11-13,BeforeEPR
W858991,Nurse,Updating Notes,3,2023-02-22,AfterEPR
W283033,Admin,Discharge Summary,10,2022-03-25,AfterEPR
W397957,Admin,Discharge Summary,8,2022-09-03,AfterEPR
W322052,Nurse,Updating Notes,3,2021-12-27,BeforeEPR
W111023,Doctor,Ordering Tests,5,2021-11-18,BeforeEPR
W854665,Admin,Documentation,7,2022-02-10,AfterEPR
W346446,Admin,Documentation,13,2018-11-03,BeforeEPR
W569279,Admin,Ordering Tests,6,2020-12-09,BeforeEPR
W583130,Admin,Discharge Summary,8,2022-06-14,AfterEPR
W280718,Doctor,Updating Notes,2,2024-10-21,AfterEPR
W795406,Admin,Ordering Tests,6,2021-04-02,BeforeEPR
W790336,Admin,Ordering Tests,5,2018-06-27,BeforeEPR
W717828,Nurse,Updating Notes,4,2019-04-02,BeforeEPR
W541562,Admin,Documentation,5,2022-08-22,AfterEPR
W494487,Nurse,Updating Notes,4,2018-10-24,BeforeEPR
W914219,Doctor,Ordering Tests,2,2022-05-01,AfterEPR
W708420,Doctor,Discharge Summary,11,2022-03-22,AfterEPR
W811417,Nurse,Documentation,9,2022-06-07,AfterEPR
W212111,Nurse,Discharge Summary,13,2020-12-11,BeforeEPR
W206771,Nurse,Documentation,13,2019-04-12,BeforeEPR
W673201,Admin,Updating Notes,5,2020-02-20,BeforeEPR
W413449,Nurse,Ordering Tests,5,2020-12-06,BeforeEPR
W190329,Nurse,Documentation,13,2020-03-09,BeforeEPR
W355871,Nurse,Ordering Tests,5,2021-01-06,BeforeEPR
